"CrossingID","StateName","Latitude","Longitude"
"628906V","NC","35.2593510","-78.0384820"
"628907C","NC","35.2533390","-78.0391080"
"628978Y","NC","34.3542835","-77.8971927"
"628979F","NC","34.3446924","-77.8986002"
"628980A","NC","34.3373372","-77.8996812"
"629010X","NC","34.995473","-78.292205"
"629011E","NC","34.9957980","-078.2955310"
"629012L","NC","34.995643","-78.297734"
"629013T","NC","34.995566","-78.298563"
"629014A","NC","34.995472","-78.299532"
"629015G","NC","34.9956460","-078.2999380"
"629016N","NC","34.9955580","-078.2996240"
"629017V","NC","34.995355","-78.300777"
"629018C","NC","34.9954070","-78.3245240"
"629019J","NC","34.9954070","-78.3245240"
"629020D","NC","34.994935","-78.305222"
"629021K","NC","34.994601","-78.308826"
"629022S","NC","34.994532","-78.309519"
"629023Y","NC","34.9954070","-78.3245240"
"629024F","NC","34.994244","-78.312583"
"629025M","NC","34.9933970","-78.3176190"
"629026U","NC","34.993991","-78.315263"
"629027B","NC","34.993687","-78.318504"
"629028H","NC","34.993625","-78.319187"
"629029P","NC","34.993617","-78.320984"
"629030J","NC","34.994704","-78.322923"
"629031R","NC","34.9775070","-78.0858127"
"629032X","NC","34.9736310","-78.0843750"
"629033E","NC","34.9713690","-78.0835310"
"629034L","NC","34.9696500","-78.0828920"
"629035T","NC","34.9580530","-78.0785750"
"629036A","NC","34.9525010","-78.0765120"
"629037G","NC","34.9395220","-78.0716830"
"629038N","NC","34.9299750","-78.0681330"
"629039V","NC","34.9229530","-78.0655250"
"629040P","NC","34.9115295","-78.0612796"
"629041W","NC","34.8962510","-78.0556110"
"629042D","NC","34.89516910","-78.05520850"
"629043K","NC","34.8938783","-78.0547341"
"629044S","NC","34.8912470","-78.0537580"
"629045Y","NC","34.8848940","-78.0514080"
"629046F","NC","34.8786940","-78.0491170"
"629047M","NC","34.860513","-78.04239130"
"629048U","NC","34.8382280","-78.0341860"
"629049B","NC","34.8264784","-78.0298200"
"629050V","NC","34.8246433","-78.0291424"
"629051C","NC","34.8237096","-78.0287988"
"629052J","NC","34.822809","-78.028469"
"629053R","NC","34.8729630","-78.0474930"
"629054X","NC","35.0099950","-78.0976290"
"629055E","NC","34.8064273","-78.0224955"
"629056L","NC","34.7754001","-78.0110190"
"629057T","NC","34.7716954","-78.0096517"
"629058A","NC","34.7681546","-78.0083507"
"629059G","NC","34.7667724","-78.0078385"
"629096J","NC","34.6161550","-79.2380040"
"629098X","NC","34.5977660","-79.2187150"
"629099E","NC","34.5890440","-79.2097540"
"629100W","NC","34.5862610","-79.2068850"
"629101D","NC","34.5821940","-79.2027270"
"629102K","NC","34.5791030","-79.1995520"
"629103S","NC","34.5773880","-79.1977910"
"629104Y","NC","34.5742980","-79.1945260"
"629105F","NC","34.5693520","-79.1893500"
"629106M","NC","34.5647800","-79.1846460"
"629107U","NC","34.5614040","-79.1811850"
"629108B","NC","34.5608550","-79.1806130"
"629109H","NC","34.5603160","-79.1800280"
"629156R","NC","34.3222930","-078.6938520"
"629157X","NC","34.3184010","-79.0226210"
"629158E","NC","34.3222999","-078.6967041"
"629159L","NC","34.3188740","-79.0214390"
"629160F","NC","34.3223105","-078.7007414"
"629161M","NC","34.2192990","-77.9364010"
"629162U","NC","34.2764328","-77.9593791"
"629163B","NC","34.280382","-77.961673"
"629164H","NC","34.2596465","-77.9571195"
"629165P","NC","34.270342","-77.963952"
"629166W","NC","34.2479100","-77.9365310"
"629167D","NC","34.2479100","-77.9365310"
"629168K","NC","34.282869","-77.968013"
"629169S","NC","34.2880970","-77.9714920"
"629170L","NC","34.3100028","-77.9860499"
"629171T","NC","34.314049","-77.987180"
"629172A","NC","34.2479100","-77.9365310"
"629173G","NC","34.2607650","-77.9674000"
"629174N","NC","34.2819030","-77.9809620"
"629175V","NC","34.2578393","-77.9910531"
"629176C","NC","34.4594000","-78.5734710"
"629177J","NC","34.4584470","-78.5709000"
"629178R","NC","34.2578181","-77.9950098"
"629179X","NC","34.2574340","-78.0021960"
"629180S","NC","34.4807850","-78.6317900"
"629181Y","NC","34.2575740","-78.0078217"
"629182F","NC","34.2576518","-78.0111855"
"629183M","NC","34.2577483","-78.0153625"
"629184U","NC","34.2580566","-78.0284919"
"629185B","NC","34.2579759","-78.0340423"
"629186H","NC","34.256282","-78.043742"
"629187P","NC","34.2560740","-78.0448890"
"629188W","NC","34.2556480","-78.0472330"
"629189D","NC","34.2547940","-78.0518940"
"629190X","NC","34.2544390","-78.0538500"
"629191E","NC","34.2538280","-78.0572480"
"629192L","NC","34.3551790","-78.2893520"
"629193T","NC","34.2652400","-78.0981400"
"629211N","NC","34.5556580","-79.1752960"
"629212V","NC","34.5543240","-79.1739490"
"629213C","NC","34.5474440","-79.1669710"
"629214J","NC","34.5464630","-79.1659320"
"629215R","NC","34.5437890","-79.1631310"
"629216X","NC","34.5383740","-79.1574260"
"629217E","NC","34.5325400","-79.1508820"
"629218L","NC","34.5272070","-79.1434610"
"629219T","NC","34.5233210","-79.1395660"
"629220M","NC","34.5216990","-79.1380980"
"629221U","NC","34.5174190","-79.1342090"
"629223H","NC","34.5015530","-79.1202770"
"629224P","NC","34.4967120","-79.1108470"
"629225W","NC","34.4958990","-79.1085820"
"629226D","NC","34.4992870","-79.1164250"
"629227K","NC","34.6148760","-79.0041810"
"629228S","NC","34.6156350","-79.0064090"
"629229Y","NC","34.4938550","-79.1023180"
"629230T","NC","34.4946980","-79.1048970"
"629231A","NC","34.4956470","-79.1078190"
"629232G","NC","34.6138730","-78.9976200"
"629233N","NC","34.6115530","-79.0026250"
"629234V","NC","34.6115530","-79.0026250"
"629235C","NC","34.6138730","-78.9976200"
"629240Y","NC","34.812829","-79.191201"
"629241F","NC","34.813819","-79.188654"
"629242M","NC","34.8134500","-79.1893840"
"629243U","NC","34.814519","-79.186847"
"629244B","NC","34.815702","-79.183797"
"629245H","NC","34.816295","-79.182282"
"629246P","NC","34.818505","-79.178619"
"629247W","NC","34.821631","-79.174093"
"629248D","NC","34.825021","-79.169122"
"629249K","NC","34.830717","-79.160832"
"629250E","NC","34.833423","-79.156893"
"629251L","NC","34.836628","-79.152240"
"629252T","NC","34.846949","-79.136598"
"629253A","NC","34.848352","-79.134351"
"629254G","NC","34.855107","-79.123587"
"629255N","NC","34.8574180","-79.1203160"
"629256V","NC","34.861886","-79.113622"
"629257C","NC","34.868682","-79.103347"
"629259R","NC","34.870045","-79.101566"
"629260K","NC","34.872423","-79.098033"
"629261S","NC","34.879957","-79.086824"
"629262Y","NC","34.322317","-78.702643"
"629263F","NC","34.3223155","-078.7028713"
"629264M","NC","34.3223188","-078.7048387"
"629265U","NC","34.3220020","-78.7031480"
"629266B","NC","34.3223340","-078.7077950"
"629267H","NC","34.3223401","-78.7119526"
"629268P","NC","34.3223542","-78.7176332"
"629269W","NC","34.3223787","-78.7250161"
"629270R","NC","34.3223639","-78.7257900"
"629271X","NC","34.3223777","-78.7296099"
"629272E","NC","34.3224058","-78.7339145"
"629273L","NC","34.3224130","-78.7369234"
"629274T","NC","34.3219260","-78.9222560"
"629275A","NC","34.3224253","-078.7426243"
"629276G","NC","34.3224349","-78.7527222"
"629277N","NC","34.3224467","-78.7604671"
"629278V","NC","34.3224630","-078.7679681"
"629279C","NC","34.3224681","-78.7790585"
"629280W","NC","34.3227392","-078.7784545"
"629281D","NC","34.3224732","-78.7890983"
"629282K","NC","34.3224747","-078.8001124"
"629283S","NC","34.2504310","-77.9345470"
"629284Y","NC","34.2500190","-77.9325850"
"629285F","NC","34.2495000","-77.9330980"
"629286M","NC","34.2477400","-77.9201960"
"629287U","NC","34.2452780","-77.9072820"
"629288B","NC","34.2440403","-77.9042045"
"629289H","NC","34.2429590","-77.9025350"
"629290C","NC","34.2410729","-77.8996623"
"629291J","NC","34.2382438","-77.8948478"
"629292R","NC","34.2356850","-77.8913650"
"629293X","NC","34.2346570","-77.8925090"
"629294E","NC","34.2388000","-77.8896030"
"629295L","NC","34.2361980","-77.8961030"
"629296T","NC","34.2461240","-77.9131700"
"629297A","NC","34.2459490","-77.9122310"
"629298G","NC","34.2407990","-77.9001010"
"629299N","NC","34.2785110","-78.0581510"
"629300F","NC","34.2822000","-78.0692290"
"629301M","NC","34.2832570","-78.0724110"
"629302U","NC","34.2861980","-78.0812380"
"629303B","NC","34.2769390","-78.1267400"
"629304H","NC","34.2769390","-78.1267400"
"629305P","NC","34.2769390","-78.1267400"
"629306W","NC","34.2818180","-78.1383510"
"629307D","NC","34.2843360","-78.1444090"
"629308K","NC","34.2847020","-78.1452940"
"629309S","NC","35.9078330","-77.5451130"
"629310L","NC","35.903722","-77.541649"
"629311T","NC","35.906450","-77.543373"
"629312A","NC","34.135678","-78.876365"
"629363K","NC","34.318043","-78.828241"
"629364S","NC","34.316833","-78.828265"
"629365Y","NC","34.3038418","-78.8312407"
"629366F","NC","34.3018818","-78.8327190"
"629367M","NC","34.290839","-78.838337"
"629368U","NC","34.2882168","-78.8381381"
"629369B","NC","34.284825","-78.837890"
"629370V","NC","34.2806310","-78.8375734"
"629371C","NC","34.276987","-78.837303"
"629372J","NC","34.2730157","-78.8370166"
"629373R","NC","34.2698409","-78.8374817"
"629374X","NC","34.2677809","-78.8378300"
"629375E","NC","34.265658","-78.838176"
"629376L","NC","34.2615733","-78.8388462"
"629377T","NC","34.258760","-78.839310"
"629378A","NC","34.2539173","-78.8395751"
"629379G","NC","34.248254","-78.839544"
"629380B","NC","34.2427164","-78.8395501"
"629381H","NC","34.2351019","-78.8395529"
"629382P","NC","34.2327243","-78.8395486"
"629383W","NC","34.2290621","-78.8403521"
"629384D","NC","34.2275017","-78.8407559"
"629385K","NC","34.2248906","-78.8414392"
"629386S","NC","34.221176","-78.842417"
"629387Y","NC","34.2185442","-78.8430944"
"629388F","NC","34.210171","-78.845294"
"629389M","NC","34.1998103","-78.8479921"
"629390G","NC","34.1974102","-78.8486235"
"629391N","NC","34.1907529","-78.8544497"
"629392V","NC","34.188672","-78.857027"
"629393C","NC","34.1853256","-78.8611399"
"629394J","NC","34.181221","-78.866215"
"629395R","NC","34.174130","-78.871865"
"629396X","NC","34.1686309","-78.8771995"
"629397E","NC","34.163368","-78.877072"
"629398L","NC","34.1603273","-78.8769944"
"629399T","NC","34.1692200","-78.8771670"
"629400K","NC","34.1689340","-78.8772810"
"629401S","NC","34.1567447","-78.8769005"
"629402Y","NC","34.155350","-78.876873"
"629403F","NC","34.152976","-78.876811"
"629404M","NC","34.1681020","-78.8773960"
"629405U","NC","34.1672710","-78.8773650"
"629406B","NC","34.149884","-78.876734"
"629407H","NC","34.148667","-78.876704"
"629408P","NC","34.147854","-78.876682"
"629409W","NC","34.146753","-78.876651"
"629410R","NC","34.145412","-78.876612"
"629411X","NC","34.141321","-78.876513"
"629412E","NC","34.3058400","-79.0465160"
"629413L","NC","34.879145","-79.088034"
"629414T","NC","34.882297","-79.083383"
"629415A","NC","34.889325","-79.073056"
"629416G","NC","34.890571","-79.071227"
"629417N","NC","34.8902020","-79.0716480"
"629418V","NC","34.896439","-79.065843"
"629419C","NC","34.898675","-79.062227"
"629420W","NC","34.9026640","-79.0116970"
"629421D","NC","34.903068","-79.054030"
"629422K","NC","34.9026640","-79.0116970"
"629423S","NC","34.911407","-79.036679"
"629424Y","NC","34.903957","-79.023259"
"629425F","NC","34.900606","-79.014523"
"629426M","NC","34.2310918","-77.9044935"
"629427U","NC","34.2307585","-77.9057287"
"629428B","NC","34.2296353","-77.9105514"
"629429H","NC","34.2288070","-77.9127598"
"629430C","NC","34.2269980","-77.9166220"
"629431J","NC","34.2245088","-77.9223705"
"629432R","NC","34.2231819","-77.9259696"
"629433X","NC","34.2227225","-77.9272369"
"629434E","NC","34.2215732","-77.9304262"
"629435L","NC","34.2213394","-77.9310280"
"629436T","NC","34.2208530","-77.9322866"
"629437A","NC","34.2199380","-77.9348090"
"629438G","NC","34.2194590","-77.9360748"
"629439N","NC","34.2189950","-77.9373384"
"629440H","NC","34.2185390","-77.9386070"
"629441P","NC","34.2181602","-77.9398725"
"629442W","NC","34.2180492","-77.9412295"
"629443D","NC","34.2180848","-77.9419072"
"629445S","NC","34.2181620","-77.9426250"
"629446Y","NC","34.218516","-77.944041"
"629447F","NC","34.2191010","-77.9456020"
"629448M","NC","34.218865","-77.946770"
"629449U","NC","34.2194900","-77.9358670"
"629450N","NC","34.2194900","-77.9358670"
"629451V","NC","34.2194900","-77.9358600"
"629452C","NC","34.2194900","-77.9358670"
"629453J","NC","34.2079010","-77.9502030"
"629454R","NC","34.2019000","-77.9522020"
"629455X","NC","34.2019000","-77.9522020"
"629456E","NC","34.2194900","-77.9358670"
"629457L","NC","34.2194900","-77.9358670"
"629458T","NC","34.1834980","-77.9516980"
"629459A","NC","34.1932980","-77.9476010"
"629460U","NC","34.2194900","-77.9358670"
"629461B","NC","34.196784","-77.945848"
"629462H","NC","34.2194900","-77.9358670"
"629463P","NC","34.191441","-77.948482"
"629464W","NC","34.312693","-79.036596"
"629465D","NC","34.313425","-79.034815"
"629466K","NC","34.314093","-79.033169"
"629467S","NC","34.314720","-79.031620"
"629468Y","NC","34.316045","-79.028340"
"629469F","NC","34.317178","-79.025547"
"629470A","NC","34.3176380","-79.0245360"
"629471G","NC","34.3189631","-79.0211059"
"629472N","NC","34.3212619","-79.0145695"
"629473V","NC","34.321791","-79.004510"
"629474C","NC","34.3218645","-78.9919030"
"629475J","NC","34.3218568","-78.9918432"
"629476R","NC","34.3219280","-78.9797692"
"629477X","NC","34.321961","-78.974311"
"629478E","NC","34.321995","-78.967843"
"629479L","NC","34.3220344","-78.9597966"
"629480F","NC","34.322078","-78.950687"
"629481M","NC","34.3220883","-78.9482590"
"629482U","NC","34.322128","-78.940009"
"629483B","NC","34.3221427","-78.9351343"
"629484H","NC","34.3221460","-78.9330001"
"629485P","NC","34.322176","-78.929720"
"629486W","NC","34.322190","-78.926354"
"629487D","NC","34.322196","-78.925391"
"629488K","NC","34.322207","-78.922926"
"629489S","NC","34.322274","-78.904976"
"629490L","NC","34.322317","-78.892483"
"629491T","NC","34.3223332","-78.8861205"
"629492A","NC","34.3223609","-78.8744903"
"629493G","NC","34.3223720","-78.8698258"
"629494N","NC","34.322399","-78.860913"
"629495V","NC","34.3224075","-78.8554761"
"629496C","NC","34.3224100","-78.8527585"
"629497J","NC","34.3224223","-78.8477940"
"629498R","NC","34.3224276","-78.8444402"
"629499X","NC","34.3224365","-78.8408719"
"629500P","NC","34.3224518","-078.8314330"
"629501W","NC","34.3223111","-078.8293662"
"629502D","NC","34.3224579","-078.8264365"
"629503K","NC","34.3224619","-078.8249392"
"629504S","NC","34.3224700","-078.8177225"
"629505Y","NC","34.3224735","-78.8112318"
"629506F","NC","34.3224779","-078.8074191"
"629507M","NC","34.3222120","-78.8976670"
"629508U","NC","34.3222120","-78.8976670"
"629509B","NC","34.3222120","-78.8976670"
"629510V","NC","34.3220189","-078.8264499"
"629511C","NC","34.32213060","-78.826442"
"629512J","NC","34.322114","-78.824948"
"629513R","NC","34.322168","-78.826493"
"629565H","NC","35.1384890","-78.9507750"
"629566P","NC","35.1445870","-78.9548130"
"629569K","NC","35.055216","-78.882167"
"629570E","NC","35.053958","-78.882322"
"629571L","NC","35.0526950","-78.8826610"
"629572T","NC","35.051977","-78.883287"
"629573A","NC","35.0407370","-78.8775410"
"629574G","NC","35.047563","-78.885812"
"629588P","NC","34.8213960","-79.1743390"
"629590R","NC","34.7567810","-079.1251360"
"629594T","NC","34.7444500","-79.1348190"
"629595A","NC","34.8181760","-79.1790700"
"629597N","NC","34.8165700","-79.1814500"
"629602H","NC","34.6464730","-79.0945280"
"629605D","NC","34.5706480","-79.1910780"
"629608Y","NC","34.5908700","-79.2120290"
"629609F","NC","34.5957910","-79.2170790"
"629616R","NC","34.5418470","-79.2893680"
"629617X","NC","34.5390103","-79.2912295"
"629633G","NC","36.4742700","-77.4776000"
"629634N","NC","36.4728200","-77.4821550"
"629638R","NC","36.4590260","-77.5324250"
"629640S","NC","36.4496540","-77.5534820"
"629647P","NC","36.427156","-77.598486"
"629648W","NC","36.427792","-77.597277"
"629650X","NC","36.4270970","-77.5984570"
"629655G","NC","36.4517590","-77.6638870"
"629657V","NC","36.3132630","-77.6001280"
"629658C","NC","36.3132630","-77.6001280"
"629660D","NC","36.3120730","-77.6006090"
"629665M","NC","36.3104930","-77.6002200"
"629672X","NC","36.1430020","-77.7045590"
"629673E","NC","36.0884320","-77.7238920"
"629681W","NC","35.9441530","-78.1114880"
"629682D","NC","35.9638820","-77.9068530"
"629683K","NC","35.9593320","-77.8025280"
"629684S","NC","35.9578360","-77.8035890"
"629685Y","NC","35.9566150","-77.8033450"
"629690V","NC","35.963392","-77.782968"
"629692J","NC","35.9506402","-077.8215163"
"629693R","NC","35.9441039","-077.8305922"
"629700Y","NC","35.5758000","-77.9589780"
"629701F","NC","35.5780670","-77.9578110"
"629702M","NC","35.5800910","-77.9567778"
"629703U","NC","35.6016742","-77.9456810"
"629704B","NC","35.6314983","-77.9331009"
"629705H","NC","35.6351662","-77.9331987"
"629706P","NC","35.6374349","-77.9334983"
"629707W","NC","35.7428170","-77.8971630"
"629708D","NC","35.669419","-77.936221"
"629709K","NC","35.6587056","-77.9365505"
"629716V","NC","35.5107460","-78.3304670"
"629717C","NC","35.4666370","-78.3847350"
"629725U","NC","35.4427720","-78.4354860"
"629732E","NC","35.4215240","-78.4943770"
"629734T","NC","35.4160960","-78.5072400"
"629736G","NC","35.3828770","-78.5467760"
"629740W","NC","35.3797100","-78.5492460"
"629744Y","NC","35.3638500","-78.5566180"
"629749H","NC","35.3114280","-78.6078870"
"629750C","NC","35.3105930","-78.6086040"
"629757A","NC","35.3412250","-78.6516270"
"629760H","NC","35.1786610","-78.7157750"
"629765S","NC","35.2388150","-78.7532960"
"629772C","NC","35.9289480","-77.7981153"
"629773J","NC","35.928667","-77.794798"
"629774R","NC","35.9286840","-77.7940060"
"629775X","NC","35.9284490","-77.7921670"
"629776E","NC","35.928117","-77.788164"
"629778T","NC","35.927798","-77.784326"
"629779A","NC","35.926989","-77.774633"
"629780U","NC","35.926511","-77.768837"
"629781B","NC","35.9278410","-77.7840190"
"629782H","NC","35.924426","-77.743703"
"629783P","NC","35.9263230","-77.7688140"
"629784W","NC","35.924070","-77.739393"
"629785D","NC","35.9238560","-77.7368690"
"629786K","NC","35.9231190","-77.7279970"
"629787S","NC","35.9252850","-77.7565770"
"629788Y","NC","35.921469","-77.707958"
"629789F","NC","35.918308","-77.669755"
"629790A","NC","35.9162830","-77.6452110"
"629791G","NC","35.915558","-77.636271"
"629792N","NC","35.913741","-77.613980"
"629793V","NC","35.912132","-77.594260"
"629794C","NC","35.9119000","-77.5915170"
"629795J","NC","35.9116030","-77.5879690"
"629796R","NC","35.9114030","-77.5854970"
"629797X","NC","35.9159130","-77.6415330"
"629798E","NC","35.9108720","-77.5791110"
"629799L","NC","35.9104640","-77.5741890"
"629800D","NC","35.9101860","-77.5709140"
"629801K","NC","35.9096720","-77.5648220"
"629802S","NC","35.9095090","-77.5626520"
"629803Y","NC","35.909280","-77.559991"
"629804F","NC","35.908677","-77.552784"
"629805M","NC","35.908179","-77.547330"
"629806U","NC","35.908076","-77.541491"
"629807B","NC","35.908407","-77.540184"
"629817G","NC","36.224478","-77.111436"
"629818N","NC","36.224879","-77.110369"
"629819V","NC","36.229487","-77.098178"
"629820P","NC","36.256112","-77.027706"
"629821W","NC","36.2325366","-077.0901019"
"629822D","NC","36.241006","-77.067689"
"629823K","NC","36.2597093","-77.0180247"
"629824S","NC","36.2642494","-77.0061350"
"629825Y","NC","36.268161","-77.000014"
"629826F","NC","36.281522","-76.989165"
"629827M","NC","36.284717","-76.986579"
"629828U","NC","36.285539","-76.985913"
"629829B","NC","36.287199","-76.984577"
"629830V","NC","36.288027","-76.983909"
"629831C","NC","35.8707620","-77.8267140"
"629844D","NC","35.7718730","-77.8811490"
"629852V","NC","35.7138600","-77.9146580"
"629853C","NC","35.7103120","-77.9149020"
"629854J","NC","35.7023766","-77.9201524"
"629855R","NC","35.6867790","-77.9191850"
"629856X","NC","35.6863360","-77.9121520"
"629857E","NC","35.702225","-77.916546"
"629858L","NC","35.7025250","-77.9133140"
"629859T","NC","35.7367900","-77.9004820"
"629860M","NC","35.7367860","-77.9004820"
"629861U","NC","35.7372280","-77.9002380"
"629863H","NC","35.7372280","-77.9002380"
"629864P","NC","35.7368550","-77.9004440"
"629868S","NC","35.1945110","-78.7839050"
"629878X","NC","35.0656010","-78.8879010"
"629884B","NC","35.0514739","-78.8869182"
"629890E","NC","34.9997746","-78.9346558"
"629893A","NC","35.0551110","-78.9590300"
"629900H","NC","34.9679180","-78.9484020"
"629903D","NC","35.0594193","-78.8840712"
"629904K","NC","35.0599660","-78.8843510"
"629905S","NC","35.06270640","-78.88576880"
"629906Y","NC","35.0656156","-78.8874033"
"629907F","NC","35.066999","-78.88832790"
"629908M","NC","35.0735331","-78.8927259"
"629909U","NC","35.0752630","-78.8938671"
"629910N","NC","35.07715270","-78.89514220"
"629911V","NC","35.086042","-78.902444"
"629912C","NC","35.090674","-78.906868"
"629913J","NC","35.098685","-78.914498"
"629914R","NC","35.111957","-78.927163"
"629915X","NC","35.1185679","-78.9334560"
"629916E","NC","35.1288170","-78.9433360"
"629917L","NC","35.3131600","-80.6835560"
"629918T","NC","35.6599770","-77.9737930"
"629923P","NC","35.6522290","-77.9927140"
"629930A","NC","35.607339","-78.096103"
"629940F","NC","35.5807910","-78.1616670"
"629949S","NC","35.529183","-78.282419"
"629959X","NC","35.5108110","-78.3302760"
"629961Y","NC","35.5108030","-78.3302920"
"630021G","NC","35.7430110","-77.2793270"
"630022N","NC","35.7419470","-77.2787630"
"630023V","NC","35.7407990","-77.2781450"
"630024C","NC","36.1837010","-77.2176900"
"630025J","NC","36.186827","-77.210491"
"630026R","NC","36.193916","-77.192306"
"630027X","NC","36.2003516","-077.1752861"
"630028E","NC","36.2093170","-077.1515520"
"630029L","NC","36.217279","-77.130492"
"630030F","NC","36.2233620","-77.1140440"
"630038K","NC","34.7751390","-78.0112760"
"630039S","NC","35.943632","-78.112245"
"630040L","NC","35.943461","-78.113745"
"630041T","NC","35.943489","-78.114219"
"630042A","NC","35.943627","-78.118073"
"630070D","NC","35.9440160","-77.8138430"
"630071K","NC","35.9465680","-77.7957610"
"630072S","NC","35.9440160","-77.8138430"
"630073Y","NC","35.9471050","-77.7989650"
"630074F","NC","35.9465640","-77.7975920"
"630075M","NC","35.9380420","-77.8043290"
"630076U","NC","35.9440160","-77.8138430"
"630077B","NC","35.9503100","-77.8034130"
"630078H","NC","35.9566150","-77.8033450"
"630079P","NC","35.9578360","-77.8035890"
"630088N","NC","36.5430970","-77.3100530"
"630089V","NC","36.540988","-77.317491"
"630091W","NC","36.5311830","-77.3494920"
"630093K","NC","36.5115845","-77.3876343"
"630094S","NC","36.4948230","-77.4336930"
"630095Y","NC","36.4976440","-77.4239830"
"630096F","NC","36.4935170","-77.4367120"
"630097M","NC","36.490781","-77.441306"
"630098U","NC","36.4884210","-77.4452330"
"630099B","NC","36.4848370","-77.4521640"
"630100T","NC","36.4818572","-77.4592600"
"630101A","NC","36.480248","-77.463248"
"630102G","NC","36.4785442","-77.4673186"
"630105C","NC","36.472381","-77.483937"
"630106J","NC","36.4709220","-77.4893360"
"630107R","NC","36.4851840","-77.4502790"
"630108X","NC","36.4851840","-77.4502790"
"630109E","NC","36.4851840","-77.4502790"
"630110Y","NC","36.468487","-77.498334"
"630112M","NC","36.4663170","-77.5063500"
"630113U","NC","36.4644030","-77.5134170"
"630114B","NC","36.463173","-77.517977"
"630115H","NC","36.457987","-77.534371"
"630116P","NC","36.4513690","-77.5484000"
"630117W","NC","36.4734540","-77.4799730"
"630118D","NC","36.4466006","-77.5592227"
"630119K","NC","36.446501","-77.559465"
"630120E","NC","36.443888","-77.564812"
"630121L","NC","36.4378640","-77.5813720"
"630122T","NC","36.428379","-77.596088"
"630126V","NC","36.4533350","-77.5641710"
"630127C","NC","36.429323","-77.598177"
"630128J","NC","36.429922","-77.601637"
"630129R","NC","36.431459","-77.610158"
"630130K","NC","36.4316180","-77.5960010"
"630131S","NC","36.4318029","-77.6123168"
"630132Y","NC","36.432151","-77.618294"
"630133F","NC","36.4323080","-77.6212090"
"630134M","NC","36.4329210","-77.6265340"
"630135U","NC","36.4337589","-77.6294382"
"630136B","NC","36.4395590","-77.6431950"
"630137H","NC","36.5319030","-77.3475110"
"630138P","NC","36.532407","-77.346287"
"630139W","NC","36.4422630","-77.6495830"
"630140R","NC","36.4431220","-77.6516150"
"630141X","NC","36.443986","-77.653647"
"630142E","NC","36.4446220","-77.6549540"
"630143L","NC","36.448151","-77.659816"
"630144T","NC","36.448959","-77.660808"
"630145A","NC","36.4528010","-77.6655160"
"630146G","NC","36.4606340","-77.6765760"
"630148V","NC","36.4533460","-77.5641560"
"630205G","NC","36.4517590","-77.6638870"
"630206N","NC","36.4517590","-77.6638870"
"630207V","NC","36.4517590","-77.6638870"
"630208C","NC","36.4517590","-77.6638870"
"630209J","NC","36.4517590","-77.6638870"
"630210D","NC","36.4517590","-77.6638870"
"630211K","NC","36.4517590","-77.6638870"
"630212S","NC","36.5400980","-077.1975900"
"630213Y","NC","36.5222160","-077.1889300"
"630214F","NC","36.514285","-77.189374"
"630215M","NC","36.5136819","-77.1895642"
"630216U","NC","36.5121770","-77.1904070"
"630217B","NC","36.5023120","-077.1926190"
"630218H","NC","36.4961720","-077.1940390"
"630219P","NC","36.4919939","-077.1951587"
"630220J","NC","36.4854360","-077.1971610"
"630221R","NC","36.471751","-77.201335"
"630223E","NC","36.4626040","-077.2063190"
"630224L","NC","36.4542440","-077.2139920"
"630225T","NC","36.4531050","-077.2159310"
"630226A","NC","36.4514430","-077.2183140"
"630227G","NC","36.448439","-77.222618"
"630228N","NC","36.4456860","-077.2261800"
"630229V","NC","36.444729","-77.226845"
"630230P","NC","36.4435560","-077.2274390"
"630231W","NC","36.4429140","-077.2277690"
"630232D","NC","36.4426130","-077.2279200"
"630233K","NC","36.440731","-77.228581"
"630234S","NC","36.4386130","-077.2286380"
"630235Y","NC","36.437089","-77.228666"
"630236F","NC","36.435303","-77.228699"
"630237M","NC","36.4340710","-77.2286830"
"630238U","NC","36.4326930","-077.2287360"
"630239B","NC","36.4248660","-77.2288890"
"630240V","NC","36.4280430","-77.2288210"
"630241C","NC","36.429887","-77.228792"
"630242J","NC","36.4266255","-077.2288471"
"630243R","NC","36.4148990","-077.2290430"
"630244X","NC","36.4107880","-077.2291140"
"630245E","NC","36.4091640","-077.2291460"
"630246L","NC","36.404874","-77.229217"
"630247T","NC","36.3946460","-077.2293960"
"630248A","NC","36.3908350","-077.2294600"
"630249G","NC","36.3851434","-077.2295587"
"630250B","NC","36.375592","-77.229778"
"630251H","NC","36.357068","-77.232687"
"630252P","NC","36.3534920","-077.2324800"
"630253W","NC","36.3505270","-077.2323090"
"630254D","NC","36.3415561","-77.2316992"
"630255K","NC","36.3291618","-077.2311773"
"630256S","NC","36.3234030","-077.2326260"
"630257Y","NC","36.316849","-77.237819"
"630258F","NC","36.3204367","-77.2345429"
"630259M","NC","36.312159","-77.242081"
"630260G","NC","36.290491","-77.261781"
"630261N","NC","36.2620778","-077.2704462"
"630262V","NC","36.2354737","-077.2542796"
"630263C","NC","36.232699","-77.252596"
"630264J","NC","36.210154","-77.238904"
"630265R","NC","36.204746","-77.235614"
"630266X","NC","36.202537","-77.234271"
"630267E","NC","36.2008630","-077.2332520"
"630268L","NC","36.198766","-77.231991"
"630269T","NC","36.1924130","-077.2281280"
"630270M","NC","36.1833060","-077.2224910"
"630271U","NC","36.1816650","-077.2215940"
